YEAR,MONTH,STATE,TOTAL_CANCELLED
2016,12,Idaho,13
2016,12,Illinois,770
2016,12,Indiana,31
2016,12,Iowa,16
2016,12,Kansas,18
2016,12,Kentucky,31
2016,12,Louisiana,30
2016,12,Maine,18
2016,12,Maryland,128
2016,12,Massachusetts,97
2016,12,Michigan,191
2016,12,Minnesota,140
2016,12,Mississippi,5
2016,12,Missouri,100
2016,12,Montana,6
2016,12,Nebraska,26
2016,12,Nevada,160
2016,12,New Hampshire,16
2016,12,New Jersey,204
2016,12,New York,90
2016,12,North Carolina,50
2016,12,North Dakota,21
2016,12,Ohio,56
2016,12,Oklahoma,19
2016,12,Oregon,109
2016,12,Pennsylvania,79
2016,12,Rhode Island,25
2016,12,South Carolina,19
2016,12,South Dakota,14
2016,12,Tennessee,72
2016,12,Texas,134
2016,12,Utah,81
2016,12,Vermont,17
2016,12,Virginia,67
2016,12,Washington,108
2016,12,West Virginia,7
2016,12,Wisconsin,57
2016,12,Wyoming,4
2017,1,Alabama,20
2017,1,Alaska,19
2017,1,Arizona,167
2017,1,Arkansas,7
2017,1,California,266
2017,1,Colorado,288
2017,1,Connecticut,12
2017,1,Florida,135
2017,1,Georgia,643
2017,1,Hawaii,11
2017,1,Idaho,14
2017,1,Illinois,320
2017,1,Indiana,32
2017,1,Iowa,7
2017,1,Kansas,9
2017,1,Kentucky,8
2017,1,Louisiana,39
2017,1,Maine,14
2017,1,Maryland,150
2017,1,Massachusetts,176
2017,1,Michigan,171
2017,1,Minnesota,94
2017,1,Mississippi,21
2017,1,Missouri,120
2017,1,Montana,5
2017,1,Nebraska,44
2017,1,Nevada,177
2017,1,New Hampshire,9
2017,1,New Jersey,198
2017,1,New York,137
2017,1,North Carolina,154
2017,1,North Dakota,2
2017,1,Ohio,48
2017,1,Oklahoma,28
2017,1,Oregon,207
2017,1,Pennsylvania,87
2017,1,Rhode Island,41
2017,1,South Carolina,16
2017,1,South Dakota,8
2017,1,Tennessee,54
2017,1,Texas,237
2017,1,Utah,90
2017,1,Vermont,8
2017,1,Virginia,87
2017,1,Washington,102
2017,1,West Virginia,10
2017,1,Wisconsin,45
2017,1,Wyoming,10
2017,2,Alabama,6
2017,2,Alaska,20
2017,2,Arizona,89
2017,2,Arkansas,1
2017,2,California,241
2017,2,Colorado,100
2017,2,Connecticut,70
2017,2,Florida,131
2017,2,Georgia,93
2017,2,Hawaii,9
2017,2,Idaho,10
2017,2,Illinois,203
2017,2,Indiana,22
2017,2,Iowa,3
2017,2,Kansas,2
2017,2,Kentucky,4
2017,2,Louisiana,20
2017,2,Maine,30
2017,2,Maryland,106
2017,2,Massachusetts,553
2017,2,Michigan,67
2017,2,Minnesota,37
2017,2,Missouri,34
2017,2,Montana,5
2017,2,Nebraska,9
2017,2,Nevada,93
2017,2,New Hampshire,29
2017,2,New Jersey,363
2017,2,New York,298
2017,2,North Carolina,83
2017,2,Ohio,32
2017,2,Oklahoma,2
2017,2,Oregon,33
2017,2,Pennsylvania,101
2017,2,Rhode Island,55
2017,2,South Carolina,20
2017,2,South Dakota,3
2017,2,Tennessee,28
2017,2,Texas,68
2017,2,Utah,37
2017,2,Vermont,15
2017,2,Virginia,128
2017,2,Washington,155
2017,2,Wisconsin,23
2017,2,Wyoming,20
2017,3,Alabama,15
2017,3,Alaska,6
2017,3,Arizona,78
2017,3,Arkansas,4
2017,3,California,215
2017,3,Colorado,256
2017,3,Connecticut,89
2017,3,Florida,216
2017,3,Georgia,188
2017,3,Hawaii,12
2017,3,Idaho,5
2017,3,Illinois,507
2017,3,Indiana,31
2017,3,Iowa,9
2017,3,Kansas,10
2017,3,Kentucky,11
2017,3,Louisiana,33
2017,3,Maine,32
2017,3,Maryland,369
2017,3,Massachusetts,478
2017,3,Michigan,153
2017,3,Minnesota,74
2017,3,Mississippi,4
2017,3,Missouri,65
2017,3,Montana,3
2017,3,Nebraska,19
2017,3,Nevada,138
2017,3,New Hampshire,27
2017,3,New Jersey,524
2017,3,New York,441
2017,3,North Carolina,151
2017,3,North Dakota,5
2017,3,Ohio,77
2017,3,Oklahoma,6
2017,3,Oregon,17
2017,3,Pennsylvania,234
2017,3,Rhode Island,64
2017,3,South Carolina,20
2017,3,South Dakota,3
2017,3,Tennessee,57
2017,3,Texas,91
2017,3,Utah,39
2017,3,Vermont,18
2017,3,Virginia,232
2017,3,Washington,45
2017,3,West Virginia,2
2017,3,Wisconsin,45
2017,3,Wyoming,3
2017,4,Alabama,21
2017,4,Alaska,2
2017,4,Arizona,48
2017,4,Arkansas,17
2017,4,California,174
2017,4,Colorado,80
2017,4,Connecticut,36
2017,4,Florida,105
2017,4,Georgia,1430
2017,4,Hawaii,8
2017,4,Idaho,6
2017,4,Illinois,260
2017,4,Indiana,40
2017,4,Iowa,9
2017,4,Kansas,12
2017,4,Kentucky,25
2017,4,Louisiana,51
2017,4,Maine,20
2017,4,Maryland,67
2017,4,Massachusetts,145
2017,4,Michigan,207
2017,4,Minnesota,138
2017,4,Mississippi,15
2017,4,Missouri,63
2017,4,Montana,2
2017,4,Nebraska,24
2017,4,Nevada,92
2017,4,New Hampshire,12
2017,4,New Jersey,136
2017,4,New York,192
2017,4,North Carolina,85
2017,4,North Dakota,3
2017,4,Ohio,57
2017,4,Oklahoma,20
2017,4,Oregon,26
2017,4,Pennsylvania,85
2017,4,Rhode Island,24
2017,4,South Carolina,28
2017,4,South Dakota,10
2017,4,Tennessee,56
2017,4,Texas,222
2017,4,Utah,77
2017,4,Vermont,11
2017,4,Virginia,142
2017,4,Washington,42
2017,4,West Virginia,7
2017,4,Wisconsin,40
2017,4,Wyoming,1
2017,5,Alabama,4
2017,5,Alaska,6
2017,5,Arizona,30
2017,5,Arkansas,4
2017,5,California,201
2017,5,Colorado,58
2017,5,Connecticut,12
2017,5,Florida,80
2017,5,Georgia,67
2017,5,Hawaii,10
2017,5,Idaho,4
2017,5,Illinois,198
2017,5,Indiana,12
2017,5,Iowa,2
2017,5,Kansas,6
2017,5,Kentucky,8
2017,5,Louisiana,29
2017,5,Maine,20
2017,5,Maryland,76
2017,5,Massachusetts,178
2017,5,Michigan,68
2017,5,Minnesota,45
2017,5,Mississippi,3
2017,5,Missouri,18
2017,5,Montana,1
2017,5,Nebraska,4
2017,5,Nevada,143
2017,5,New Jersey,195
2017,5,New York,234
2017,5,North Carolina,59
2017,5,Ohio,44
2017,5,Oklahoma,6
2017,5,Oregon,32
2017,5,Pennsylvania,61
2017,5,Rhode Island,16
2017,5,South Carolina,20
2017,5,South Dakota,6
2017,5,Tennessee,10
2017,5,Texas,127
2017,5,Utah,11
2017,5,Vermont,12
2017,5,Virginia,62
2017,5,Washington,46
2017,5,West Virginia,9
2017,5,Wisconsin,20
2017,6,Alabama,12
2017,6,Alaska,10
2017,6,Arizona,60
2017,6,Arkansas,5
2017,6,California,129
2017,6,Colorado,65
2017,6,Connecticut,27
2017,6,Florida,135
2017,6,Georgia,137
2017,6,Hawaii,12
2017,6,Idaho,2
2017,6,Illinois,472
2017,6,Indiana,18
2017,6,Iowa,5
2017,6,Kansas,3
2017,6,Kentucky,12
2017,6,Louisiana,56
2017,6,Maine,20
2017,6,Maryland,151
2017,6,Massachusetts,270
2017,6,Michigan,61
2017,6,Minnesota,48
2017,6,Mississippi,2
2017,6,Missouri,39
2017,6,Montana,1
2017,6,Nebraska,15
2017,6,Nevada,101
2017,6,New Hampshire,6
2017,6,New Jersey,237
2017,6,New York,159
2017,6,North Carolina,72
2017,6,North Dakota,1
2017,6,Ohio,43
2017,6,Oklahoma,8
2017,6,Oregon,29
2017,6,Pennsylvania,92
2017,6,Rhode Island,19
2017,6,South Carolina,15
2017,6,South Dakota,2
2017,6,Tennessee,28
2017,6,Texas,296
2017,6,Utah,18
2017,6,Vermont,8
2017,6,Virginia,143
2017,6,Washington,47
2017,6,Wisconsin,31
2017,6,Wyoming,1
2017,7,Alabama,10
2017,7,Alaska,10
2017,7,Arizona,68
2017,7,Arkansas,2
2017,7,California,113
2017,7,Colorado,124
2017,7,Connecticut,26
2017,7,Florida,147
2017,7,Georgia,71
2017,7,Hawaii,12
2017,7,Idaho,3
2017,7,Illinois,667
2017,7,Indiana,24
2017,7,Iowa,14
2017,7,Kansas,17
2017,7,Kentucky,21
2017,7,Louisiana,37
2017,7,Maine,23
2017,7,Maryland,126
2017,7,Massachusetts,173
2017,7,Michigan,69
2017,7,Minnesota,55
2017,7,Mississippi,4
2017,7,Missouri,39
2017,7,Montana,2
2017,7,Nebraska,22
2017,7,Nevada,94
2017,7,New Hampshire,6
2017,7,New Jersey,316
2017,7,New York,225
2017,7,North Carolina,170
2017,7,North Dakota,5
2017,7,Ohio,42
2017,7,Oklahoma,5
2017,7,Oregon,22
2017,7,Pennsylvania,130
2017,7,Rhode Island,21
2017,7,South Carolina,22
2017,7,South Dakota,6
2017,7,Tennessee,37
2017,7,Texas,223
2017,7,Utah,19
2017,7,Vermont,13
2017,7,Virginia,164
2017,7,Washington,37
2017,7,West Virginia,3
2017,7,Wisconsin,40
2017,7,Wyoming,8
2017,8,Alabama,51
2017,8,Alaska,13
2017,8,Arizona,143
2017,8,Arkansas,19
2017,8,California,264
2017,8,Colorado,209
2017,8,Connecticut,20
2017,8,Florida,172
2017,8,Georgia,184
2017,8,Hawaii,21
2017,8,Idaho,6
2017,8,Illinois,462
2017,8,Indiana,32
2017,8,Iowa,10
2017,8,Kansas,17
2017,8,Kentucky,28
2017,8,Louisiana,139
2017,8,Maine,30
2017,8,Maryland,254
2017,8,Massachusetts,191
2017,8,Michigan,74
2017,8,Minnesota,77
2017,8,Mississippi,30
2017,8,Missouri,93
2017,8,Montana,3
2017,8,Nebraska,38
2017,8,Nevada,206
2017,8,New Hampshire,16
2017,8,New Jersey,382
2017,8,New York,195
2017,8,North Carolina,115
2017,8,North Dakota,4
2017,8,Ohio,59
2017,8,Oklahoma,36
2017,8,Oregon,29
2017,8,Pennsylvania,118
2017,8,Rhode Island,23
2017,8,South Carolina,30
2017,8,South Dakota,2
2017,8,Tennessee,88
2017,8,Texas,206
2017,8,Utah,55
2017,8,Vermont,13
2017,8,Virginia,172
2017,8,Washington,94
2017,8,West Virginia,6
2017,8,Wisconsin,42
2017,8,Wyoming,3
2017,9,Alabama,42
2017,9,Alaska,8
2017,9,Arizona,96
2017,9,Arkansas,6
2017,9,California,235
2017,9,Colorado,156
2017,9,Connecticut,88
2017,9,Florida,1304
2017,9,Georgia,1082
2017,9,Hawaii,8
2017,9,Idaho,4
2017,9,Illinois,301
2017,9,Indiana,40
2017,9,Iowa,7
2017,9,Kansas,7
2017,9,Kentucky,21
2017,9,Louisiana,148
2017,9,Maine,8
2017,9,Maryland,284
2017,9,Massachusetts,287
2017,9,Michigan,167
2017,9,Minnesota,69
2017,9,Mississippi,21
2017,9,Missouri,77
2017,9,Montana,1
2017,9,Nebraska,11
2017,9,Nevada,190
2017,9,New Hampshire,10
2017,9,New Jersey,372
2017,9,New York,377
2017,9,North Carolina,300
2017,9,North Dakota,1
2017,9,Ohio,75
2017,9,Oklahoma,11
2017,9,Oregon,29
2017,9,Pennsylvania,214
2017,9,Rhode Island,44
2017,9,South Carolina,44
2017,9,Tennessee,94
2017,9,Texas,283
2017,9,Utah,31
2017,9,Vermont,4
2017,9,Virginia,248
2017,9,Washington,71
2017,9,West Virginia,4
2017,9,Wisconsin,31
2017,9,Wyoming,1
2017,10,Alabama,1
2017,10,Alaska,10
2017,10,Arizona,46
2017,10,California,108
2017,10,Colorado,52
2017,10,Connecticut,11
2017,10,Florida,85
2017,10,Georgia,23
2017,10,Hawaii,20
2017,10,Idaho,13
2017,10,Illinois,115
2017,10,Indiana,5
2017,10,Iowa,9
2017,10,Kansas,1
2017,10,Kentucky,10
2017,10,Louisiana,26
2017,10,Maine,7
2017,10,Maryland,31
2017,10,Massachusetts,90
2017,10,Michigan,27
2017,10,Minnesota,23
2017,10,Mississippi,1
2017,10,Missouri,23
2017,10,Montana,2
2017,10,Nebraska,1
2017,10,Nevada,43
2017,10,New Hampshire,5
2017,10,New Jersey,152
2017,10,New York,135
2017,10,North Carolina,31
2017,10,North Dakota,1
2017,10,Ohio,20
2017,10,Oregon,55
2017,10,Pennsylvania,21
2017,10,Rhode Island,13
2017,10,South Carolina,12
2017,10,South Dakota,1
2017,10,Tennessee,12
2017,10,Texas,30
2017,10,Utah,20
2017,10,Vermont,12
2017,10,Virginia,29
2017,10,Washington,71
2017,10,West Virginia,1
2017,10,Wisconsin,8
2017,11,Alabama,2
2017,11,Alaska,18
2017,11,Arizona,14
2017,11,California,74
2017,11,Colorado,20
2017,11,Connecticut,3
2017,11,Florida,35
2017,11,Georgia,12
2017,11,Hawaii,13
2017,11,Idaho,6
2017,11,Illinois,50
2017,11,Indiana,2
2017,11,Iowa,1
2017,11,Kentucky,3
2017,11,Louisiana,11
2017,11,Maryland,16
2017,11,Massachusetts,29
2017,11,Michigan,23
2017,11,Minnesota,26
2017,11,Missouri,13
2017,11,Montana,2
2017,11,Nebraska,3
2017,11,Nevada,28
2017,11,New Hampshire,1
2017,11,New Jersey,26
2017,11,New York,10
2017,11,North Carolina,5
2017,11,Ohio,4
2017,11,Oklahoma,4
2017,11,Oregon,20
2017,11,Pennsylvania,12
2017,11,Rhode Island,3
2017,11,South Carolina,3
2017,11,South Dakota,1
2017,11,Tennessee,10
2017,11,Texas,6
2017,11,Utah,17
2017,11,Virginia,16
2017,11,Washington,76
2017,11,Wisconsin,2
2017,12,Alabama,23
2017,12,Alaska,22
2017,12,Arizona,31
2017,12,Arkansas,10
2017,12,California,87
2017,12,Colorado,70
2017,12,Connecticut,22
2017,12,Florida,61
2017,12,Georgia,1489
2017,12,Hawaii,8
2017,12,Idaho,5
2017,12,Illinois,164
2017,12,Indiana,23
2017,12,Iowa,8
2017,12,Kansas,7
2017,12,Kentucky,17
2017,12,Louisiana,86
2017,12,Maine,6
2017,12,Maryland,100
2017,12,Massachusetts,95
2017,12,Michigan,109
2017,12,Minnesota,81
2017,12,Mississippi,10
2017,12,Missouri,44
2017,12,Montana,8
2017,12,Nebraska,19
2017,12,Nevada,62
2017,12,New Hampshire,6
2017,12,New Jersey,81
2017,12,New York,36
2017,12,North Carolina,45
2017,12,North Dakota,4
2017,12,Ohio,31
2017,12,Oklahoma,17
2017,12,Oregon,35
2017,12,Pennsylvania,42
2017,12,Rhode Island,17
2017,12,South Carolina,21
2017,12,South Dakota,3
2017,12,Tennessee,37
2017,12,Texas,79
2017,12,Utah,34
2017,12,Vermont,5
2017,12,Virginia,65
2017,12,Washington,47
2017,12,West Virginia,8
2017,12,Wisconsin,26
2017,12,Wyoming,5
