YEAR,ORIGIN_STATE_NM,DEST_STATE_NM,TOTAL_FLIGHTS
2016,Arizona,Colorado, 217
2017,Arizona,Colorado, 123
2013,Arizona,Florida, 5
2014,Arizona,Florida, 7
2015,Arizona,Florida, 5
2016,Arizona,Florida, 19
2017,Arizona,Florida, 48
2013,Arizona,Georgia, 21
2014,Arizona,Georgia, 54
2015,Arizona,Georgia, 24
2016,Arizona,Georgia, 22
2017,Arizona,Georgia, 44
2013,Arizona,Hawaii, 30
2014,Arizona,Hawaii, 30
2015,Arizona,Hawaii, 37
2016,Arizona,Hawaii, 24
2017,Arizona,Hawaii, 33
2013,Arizona,Idaho, 9
2015,Arizona,Idaho, 7
2016,Arizona,Idaho, 8
2013,Arizona,Illinois, 100
2014,Arizona,Illinois, 173
2016,Arizona,Illinois, 126
2017,Arizona,Illinois, 87
2013,Arizona,Indiana, 16
2014,Arizona,Indiana, 25
2015,Arizona,Indiana, 13
2016,Arizona,Indiana, 13
2017,Arizona,Indiana, 11
2013,Arizona,Iowa, 12
2016,Arizona,Iowa, 10
2017,Arizona,Iowa, 10
2014,Arizona,Kentucky, 2
2016,Arizona,Kentucky, 6
2017,Arizona,Kentucky, 2
2014,Arizona,Louisiana, 4
2017,Arizona,Louisiana, 4
2014,Arizona,Maryland, 8
2016,Arizona,Maryland, 27
2017,Arizona,Maryland, 14
2014,Arizona,Massachusetts, 34
2017,Arizona,Massachusetts, 42
2013,Arizona,Massachusetts, 31
2016,Arizona,Massachusetts, 24
2013,Arizona,Michigan, 12
2014,Arizona,Michigan, 16
2016,Arizona,Michigan, 14
2017,Arizona,Michigan, 10
2013,Arizona,Minnesota, 9
2014,Arizona,Minnesota, 17
2016,Arizona,Minnesota, 22
2017,Arizona,Minnesota, 17
2013,Arizona,Missouri, 35
2014,Arizona,Missouri, 26
2016,Arizona,Missouri, 43
2017,Arizona,Missouri, 27
2013,Arizona,Nebraska, 14
2014,Arizona,Nebraska, 16
2016,Arizona,Nebraska, 18
2017,Arizona,Nebraska, 16
2013,Arizona,Nevada, 160
2014,Arizona,Nevada, 160
2015,Arizona,Nevada, 140
2016,Arizona,Nevada, 162
2017,Arizona,Nevada, 146
2013,Arizona,New Jersey, 59
2014,Arizona,New Jersey, 69
2016,Arizona,New Jersey, 58
2017,Arizona,New Jersey, 60
2013,Arizona,New Mexico, 29
2014,Arizona,New Mexico, 25
2016,Arizona,New Mexico, 8
2017,Arizona,New Mexico, 12
2013,Arizona,New York, 19
2014,Arizona,New York, 46
2016,Arizona,New York, 36
2017,Arizona,New York, 43
2014,Arizona,North Carolina, 48
2017,Arizona,North Carolina, 40
2013,Arizona,North Carolina, 23
2016,Arizona,North Carolina, 33
2013,Arizona,Ohio, 5
2014,Arizona,Ohio, 5
2015,Arizona,Ohio, 3
2016,Arizona,Ohio, 9
2013,Arizona,Oklahoma, 7
2014,Arizona,Oklahoma, 6
2016,Arizona,Oklahoma, 11
2017,Arizona,Oklahoma, 5
2013,Arizona,Oregon, 24
2014,Arizona,Oregon, 26
2015,Arizona,Oregon, 23
2016,Arizona,Oregon, 39
2017,Arizona,Oregon, 43
2014,Arizona,Pennsylvania, 75
2017,Arizona,Pennsylvania, 53
2013,Arizona,Pennsylvania, 31
2016,Arizona,Pennsylvania, 32
2014,Arizona,Tennessee, 7
2016,Arizona,Tennessee, 12
2017,Arizona,Tennessee, 6
2013,Arizona,Texas, 263
2014,Arizona,Texas, 240
2015,Arizona,Texas, 248
2016,Arizona,Texas, 205
2017,Arizona,Texas, 276
2013,Arizona,Utah, 94
2014,Arizona,Utah, 71
2015,Arizona,Utah, 82
2016,Arizona,Utah, 67
2017,Arizona,Utah, 71
2013,Arizona,Virginia, 17
2014,Arizona,Virginia, 21
2016,Arizona,Virginia, 25
2017,Arizona,Virginia, 18
2013,Arizona,Washington, 25
2014,Arizona,Washington, 26
2016,Arizona,Washington, 38
2017,Arizona,Washington, 30
2013,Arizona,Wisconsin, 6
2014,Arizona,Wisconsin, 9
2016,Arizona,Wisconsin, 10
2017,Arizona,Wisconsin, 5
2013,Arkansas,Arizona, 3
2015,Arkansas,Arizona, 4
2016,Arkansas,Arizona, 4
2013,Arkansas,Colorado, 49
2014,Arkansas,Colorado, 45
2016,Arkansas,Colorado, 39
2017,Arkansas,Colorado, 32
2013,Arkansas,Georgia, 75
2014,Arkansas,Georgia, 92
2015,Arkansas,Georgia, 70
2016,Arkansas,Georgia, 69
2017,Arkansas,Georgia, 87
2013,Arkansas,Illinois, 419
2014,Arkansas,Illinois, 469
2016,Arkansas,Illinois, 294
2017,Arkansas,Illinois, 280
2013,Arkansas,Maryland, 4
2014,Arkansas,Maryland, 5
2013,Arkansas,Michigan, 23
2014,Arkansas,Michigan, 22
2016,Arkansas,Michigan, 16
2017,Arkansas,Michigan, 15
2013,Arkansas,Missouri, 3
2016,Arkansas,Missouri, 6
2013,Arkansas,North Carolina, 25
2013,Arkansas,Texas, 383
2014,Arkansas,Texas, 432
2015,Arkansas,Texas, 364
2016,Arkansas,Texas, 278
2017,Arkansas,Texas, 282
2013,California,Alaska, 7
2016,California,Alaska, 9
2017,California,Alaska, 11
2013,California,Arizona, 449
2014,California,Arizona, 451
2016,California,Arizona, 433
2017,California,Arizona, 411
2013,California,California, 1318
2014,California,California, 1125
2016,California,California, 830
2017,California,California, 935
2013,California,Colorado, 422
2014,California,Colorado, 446
2016,California,Colorado, 394
2017,California,Colorado, 375
2014,California,Connecticut, 10
2017,California,Connecticut, 11
2013,California,Florida, 31
2014,California,Florida, 28
2016,California,Florida, 68
2017,California,Florida, 136
2013,California,Georgia, 17
2014,California,Georgia, 39
2016,California,Georgia, 23
2017,California,Georgia, 62
2013,California,Hawaii, 85
2014,California,Hawaii, 104
2016,California,Hawaii, 83
2017,California,Hawaii, 70
2013,California,Idaho, 46
2014,California,Idaho, 50
2016,California,Idaho, 43
2017,California,Idaho, 44
2013,California,Illinois, 279
2014,California,Illinois, 329
2016,California,Illinois, 278
2017,California,Illinois, 239
2014,California,Indiana, 15
2016,California,Indiana, 15
2017,California,Indiana, 12
2013,California,Kansas, 3
2014,California,Kansas, 8
2016,California,Kentucky, 5
2017,California,Kentucky, 3
2013,California,Louisiana, 12
2014,California,Louisiana, 15
2016,California,Louisiana, 12
2017,California,Louisiana, 19
2013,California,Maryland, 9
2014,California,Maryland, 11
2016,California,Maryland, 23
2017,California,Maryland, 28
2014,California,Massachusetts, 104
2017,California,Massachusetts, 123
2013,California,Massachusetts, 80
2016,California,Massachusetts, 77
2013,California,Michigan, 8
2014,California,Michigan, 7
2016,California,Michigan, 13
2017,California,Michigan, 33
2014,California,Minnesota, 9
2016,California,Minnesota, 28
2017,California,Minnesota, 19
2013,California,Missouri, 36
2014,California,Missouri, 27
2016,California,Missouri, 33
2017,California,Missouri, 26
2014,California,Montana, 4
2014,California,Nebraska, 2
2016,California,Nebraska, 4
2013,California,Nevada, 488
2014,California,Nevada, 468
2016,California,Nevada, 470
2017,California,Nevada, 427
2013,California,New Jersey, 123
2014,California,New Jersey, 151
2016,California,New Jersey, 143
2017,California,New Jersey, 126
2013,California,New Mexico, 32
2014,California,New Mexico, 34
2016,California,New Mexico, 3
2017,California,New Mexico, 3
2013,California,New York, 234
2014,California,New York, 303
2016,California,New York, 243
2017,California,New York, 280
2014,California,North Carolina, 62
2017,California,North Carolina, 50
2013,California,North Carolina, 27
2016,California,North Carolina, 49
2013,California,Ohio, 11
2014,California,Ohio, 20
2016,California,Ohio, 16
2017,California,Ohio, 18
2013,California,Oklahoma, 67
2014,California,Oklahoma, 61
2013,California,Oregon, 132
2014,California,Oregon, 159
2016,California,Oregon, 139
2017,California,Oregon, 158
2014,California,Pennsylvania, 92
2017,California,Pennsylvania, 103
2013,California,Pennsylvania, 100
2016,California,Pennsylvania, 88
2013,California,Tennessee, 6
2014,California,Tennessee, 4
2016,California,Tennessee, 15
2017,California,Tennessee, 9
2013,California,Texas, 656
2014,California,Texas, 649
2016,California,Texas, 572
2017,California,Texas, 642
2013,California,Utah, 198
2014,California,Utah, 190
2016,California,Utah, 169
2017,California,Utah, 166
2013,California,Virginia, 49
2014,California,Virginia, 64
2016,California,Virginia, 72
2017,California,Virginia, 34
2013,California,Washington, 138
2014,California,Washington, 134
2016,California,Washington, 154
2017,California,Washington, 185
2013,California,Wisconsin, 4
2014,California,Wisconsin, 7
2016,California,Wisconsin, 5
2017,California,Wisconsin, 4
2014,California,Wyoming, 4
2017,California,Wyoming, 10
2013,Colorado,Alabama, 20
2014,Colorado,Alabama, 16
2015,Colorado,Alabama, 9
2016,Colorado,Alabama, 12
2013,Colorado,Alaska, 5
2016,Colorado,Alaska, 5
2013,Colorado,Arizona, 154
2014,Colorado,Arizona, 112
2015,Colorado,Arizona, 140
2016,Colorado,Arizona, 200
2017,Colorado,Arizona, 90
2013,Colorado,Arkansas, 49
2014,Colorado,Arkansas, 47
2016,Colorado,Arkansas, 38
2017,Colorado,Arkansas, 27
2013,Colorado,California, 422
2014,Colorado,California, 414
2016,Colorado,California, 576
2017,Colorado,California, 267
2013,Colorado,Colorado, 324
2014,Colorado,Colorado, 470
2016,Colorado,Colorado, 214
2017,Colorado,Colorado, 153
2014,Colorado,Connecticut, 5
2017,Colorado,Connecticut, 7
2013,Colorado,Connecticut, 9
2016,Colorado,Connecticut, 11
2013,Colorado,Florida, 35
2014,Colorado,Florida, 25
2015,Colorado,Florida, 55
2016,Colorado,Florida, 129
2017,Colorado,Florida, 119
2013,Colorado,Georgia, 25
2014,Colorado,Georgia, 51
2015,Colorado,Georgia, 29
2016,Colorado,Georgia, 54
2017,Colorado,Georgia, 70
2013,Colorado,Hawaii, 8
2014,Colorado,Hawaii, 9
2015,Colorado,Hawaii, 7
2016,Colorado,Hawaii, 15
2017,Colorado,Hawaii, 6
2013,Colorado,Idaho, 59
2014,Colorado,Idaho, 76
2015,Colorado,Idaho, 48
2016,Colorado,Idaho, 60
2017,Colorado,Idaho, 40
2013,Colorado,Illinois, 272
2014,Colorado,Illinois, 310
2016,Colorado,Illinois, 284
2017,Colorado,Illinois, 200
2013,Colorado,Indiana, 26
2014,Colorado,Indiana, 35
2015,Colorado,Indiana, 28
2016,Colorado,Indiana, 35
2017,Colorado,Indiana, 15
2013,Colorado,Iowa, 64
2014,Colorado,Iowa, 78
2015,Colorado,Iowa, 38
2016,Colorado,Iowa, 56
2017,Colorado,Iowa, 37
2013,Colorado,Kansas, 36
2014,Colorado,Kansas, 62
2015,Colorado,Kansas, 41
2016,Colorado,Kansas, 48
2017,Colorado,Kansas, 39
2013,Colorado,Kentucky, 17
2014,Colorado,Kentucky, 16
2016,Colorado,Kentucky, 22
2017,Colorado,Kentucky, 8
2013,Colorado,Louisiana, 20
2014,Colorado,Louisiana, 22
2016,Colorado,Louisiana, 28
2017,Colorado,Louisiana, 20
2013,Colorado,Maryland, 28
2014,Colorado,Maryland, 39
2016,Colorado,Maryland, 64
2017,Colorado,Maryland, 43
2014,Colorado,Massachusetts, 59
2017,Colorado,Massachusetts, 47
2013,Colorado,Massachusetts, 29
2016,Colorado,Massachusetts, 47
2013,Colorado,Michigan, 27
2014,Colorado,Michigan, 29
2016,Colorado,Michigan, 48
2017,Colorado,Michigan, 35
2013,Colorado,Minnesota, 49
2014,Colorado,Minnesota, 39
2016,Colorado,Minnesota, 83
2017,Colorado,Minnesota, 45
2013,Colorado,Missouri, 109
2014,Colorado,Missouri, 78
2016,Colorado,Missouri, 118
2017,Colorado,Missouri, 57
2013,Colorado,Montana, 105
2014,Colorado,Montana, 134
2015,Colorado,Montana, 78
2016,Colorado,Montana, 83
2017,Colorado,Montana, 42
2013,Colorado,Nebraska, 70
2014,Colorado,Nebraska, 89
2016,Colorado,Nebraska, 69
2017,Colorado,Nebraska, 43
2013,Colorado,Nevada, 65
2014,Colorado,Nevada, 75
2015,Colorado,Nevada, 93
2016,Colorado,Nevada, 158
2017,Colorado,Nevada, 66
2013,Colorado,New Hampshire, 9
2013,Colorado,New Jersey, 71
2014,Colorado,New Jersey, 91
2016,Colorado,New Jersey, 82
2017,Colorado,New Jersey, 77
2013,Colorado,New Mexico, 47
2014,Colorado,New Mexico, 52
2016,Colorado,New Mexico, 33
2017,Colorado,New Mexico, 4
2013,Colorado,New York, 43
2014,Colorado,New York, 69
2016,Colorado,New York, 75
2017,Colorado,New York, 51
2014,Colorado,North Carolina, 36
2017,Colorado,North Carolina, 36
2013,Colorado,North Carolina, 50
2016,Colorado,North Carolina, 97
2014,Colorado,North Dakota, 298
2017,Colorado,North Dakota, 76
2013,Colorado,North Dakota, 244
2016,Colorado,North Dakota, 150
2013,Colorado,Ohio, 33
2014,Colorado,Ohio, 42
2015,Colorado,Ohio, 29
2016,Colorado,Ohio, 38
2017,Colorado,Ohio, 14
2013,Colorado,Oklahoma, 83
2014,Colorado,Oklahoma, 84
2016,Colorado,Oklahoma, 82
2017,Colorado,Oklahoma, 46
2013,Colorado,Oregon, 67
2014,Colorado,Oregon, 80
2015,Colorado,Oregon, 52
2016,Colorado,Oregon, 95
2017,Colorado,Oregon, 50
2014,Colorado,Pennsylvania, 79
2017,Colorado,Pennsylvania, 62
2013,Colorado,Pennsylvania, 54
2016,Colorado,Pennsylvania, 78
2013,Colorado,Rhode Island, 7
2014,Colorado,South Dakota, 146
2017,Colorado,South Dakota, 61
2013,Colorado,South Dakota, 88
2016,Colorado,South Dakota, 70
2013,Colorado,Tennessee, 63
2014,Colorado,Tennessee, 64
2016,Colorado,Tennessee, 62
2017,Colorado,Tennessee, 28
2013,Colorado,Texas, 483
2014,Colorado,Texas, 482
2015,Colorado,Texas, 490
2016,Colorado,Texas, 512
2017,Colorado,Texas, 422
2013,Colorado,Utah, 146
2014,Colorado,Utah, 114
2015,Colorado,Utah, 117
2016,Colorado,Utah, 165
2017,Colorado,Utah, 105
2013,Colorado,Virginia, 41
2014,Colorado,Virginia, 50
2016,Colorado,Virginia, 96
2017,Colorado,Virginia, 24
2013,Colorado,Washington, 65
2014,Colorado,Washington, 85
2016,Colorado,Washington, 102
2017,Colorado,Washington, 60
2013,Colorado,Wisconsin, 47
2014,Colorado,Wisconsin, 70
2016,Colorado,Wisconsin, 53
2017,Colorado,Wisconsin, 23
2013,Colorado,Wyoming, 200
2014,Colorado,Wyoming, 200
2015,Colorado,Wyoming, 103
2016,Colorado,Wyoming, 92
2017,Colorado,Wyoming, 47
2014,Connecticut,California, 10
2017,Connecticut,California, 10
2014,Connecticut,Colorado, 5
2017,Connecticut,Colorado, 7
2014,Connecticut,Florida, 99
2017,Connecticut,Florida, 164
2014,Connecticut,Georgia, 101
2017,Connecticut,Georgia, 87
2014,Connecticut,Illinois, 191
2017,Connecticut,Illinois, 110
2014,Connecticut,Kentucky, 2
2014,Connecticut,Maryland, 79
2017,Connecticut,Maryland, 102
2014,Connecticut,Michigan, 22
2017,Connecticut,Michigan, 21
2014,Connecticut,Minnesota, 7
2017,Connecticut,Minnesota, 8
2017,Connecticut,Nevada, 4
2014,Connecticut,New Jersey, 69
2017,Connecticut,New Jersey, 36
2014,Connecticut,North Carolina, 44
2017,Connecticut,North Carolina, 48
2014,Connecticut,Ohio, 21
2017,Connecticut,Ohio, 13
2014,Connecticut,Pennsylvania, 15
2017,Connecticut,Pennsylvania, 19
2014,Connecticut,Texas, 37
2017,Connecticut,Texas, 29
2014,Connecticut,Virginia, 57
2017,Connecticut,Virginia, 25
2013,Connecticut,Colorado, 9
2016,Connecticut,Colorado, 9
2013,Connecticut,Florida, 49
2016,Connecticut,Florida, 48
2013,Connecticut,Georgia, 26
2016,Connecticut,Georgia, 22
2013,Connecticut,Illinois, 217
2016,Connecticut,Illinois, 135
2013,Connecticut,Kentucky, 27
2013,Connecticut,Maryland, 41
2016,Connecticut,Maryland, 75
2013,Connecticut,Michigan, 46
2016,Connecticut,Michigan, 26
2013,Connecticut,Minnesota, 19
2016,Connecticut,Minnesota, 10
2016,Connecticut,Nevada, 3
2013,Connecticut,New Jersey, 60
2016,Connecticut,New Jersey, 35
2013,Connecticut,North Carolina, 52
2016,Connecticut,North Carolina, 39
2013,Connecticut,Ohio, 2
2016,Connecticut,Ohio, 3
2013,Connecticut,Pennsylvania, 6
2016,Connecticut,Pennsylvania, 6
2013,Connecticut,Texas, 44
2016,Connecticut,Texas, 27
2013,Connecticut,Virginia, 37
2016,Connecticut,Virginia, 24
2013,Delaware,Florida, 2
2014,Delaware,Florida, 3
2015,Delaware,Florida, 6
2014,Delaware,Michigan, 3
2014,Florida,Alabama, 11
2015,Florida,Alabama, 10
2016,Florida,Alabama, 14
2017,Florida,Alabama, 16
2013,Florida,Arizona, 5
2014,Florida,Arizona, 6
2015,Florida,Arizona, 4
2016,Florida,Arizona, 14
2017,Florida,Arizona, 12
2013,Florida,California, 31
2014,Florida,California, 37
2016,Florida,California, 66
2017,Florida,California, 95
2013,Florida,Colorado, 35
2014,Florida,Colorado, 36
2016,Florida,Colorado, 75
2017,Florida,Colorado, 64
2014,Florida,Connecticut, 99
2017,Florida,Connecticut, 126
2013,Florida,Connecticut, 49
2016,Florida,Connecticut, 52
2013,Florida,Delaware, 2
2014,Florida,Delaware, 4
2013,Florida,Florida, 10
2014,Florida,Florida, 5
2015,Florida,Florida, 24
2016,Florida,Florida, 44
2017,Florida,Florida, 146
2013,Florida,Georgia, 224
2014,Florida,Georgia, 290
2015,Florida,Georgia, 244
2016,Florida,Georgia, 280
2017,Florida,Georgia, 369
2013,Florida,Illinois, 189
2014,Florida,Illinois, 282
2016,Florida,Illinois, 245
2017,Florida,Illinois, 237
2013,Florida,Indiana, 42
2014,Florida,Indiana, 47
2015,Florida,Indiana, 39
2016,Florida,Indiana, 50
2017,Florida,Indiana, 45
2013,Florida,Kentucky, 17
2014,Florida,Kentucky, 18
2016,Florida,Kentucky, 20
2017,Florida,Kentucky, 27
2013,Florida,Louisiana, 18
2014,Florida,Louisiana, 23
2016,Florida,Louisiana, 24
2017,Florida,Louisiana, 36
2013,Florida,Maryland, 109
2014,Florida,Maryland, 136
2016,Florida,Maryland, 177
2017,Florida,Maryland, 187
2014,Florida,Massachusetts, 263
2017,Florida,Massachusetts, 344
2013,Florida,Massachusetts, 150
2016,Florida,Massachusetts, 174
2013,Florida,Michigan, 30
2014,Florida,Michigan, 30
2016,Florida,Michigan, 42
2017,Florida,Michigan, 58
2013,Florida,Minnesota, 10
2014,Florida,Minnesota, 10
2016,Florida,Minnesota, 19
2017,Florida,Minnesota, 21
2014,Florida,Mississippi, 5
2013,Florida,Missouri, 36
2014,Florida,Missouri, 37
2016,Florida,Missouri, 49
2017,Florida,Missouri, 63
2014,Florida,Nebraska, 3
2016,Florida,Nebraska, 4
2017,Florida,Nebraska, 3
2014,Florida,Nevada, 5
2015,Florida,Nevada, 5
2016,Florida,Nevada, 14
2017,Florida,Nevada, 13
2014,Florida,New Hampshire, 20
2017,Florida,New Hampshire, 35
2013,Florida,New Hampshire, 12
2016,Florida,New Hampshire, 13
2013,Florida,New Jersey, 243
2014,Florida,New Jersey, 304
2016,Florida,New Jersey, 328
2017,Florida,New Jersey, 424
2013,Florida,New York, 293
2014,Florida,New York, 509
2016,Florida,New York, 434
2017,Florida,New York, 626
2014,Florida,North Carolina, 204
2017,Florida,North Carolina, 229
2013,Florida,North Carolina, 109
2016,Florida,North Carolina, 146
2013,Florida,Ohio, 23
2014,Florida,Ohio, 27
2015,Florida,Ohio, 25
2016,Florida,Ohio, 35
2017,Florida,Ohio, 51
2017,Florida,Oregon, 7
2014,Florida,Pennsylvania, 308
2017,Florida,Pennsylvania, 347
2013,Florida,Pennsylvania, 126
2016,Florida,Pennsylvania, 171
2014,Florida,Rhode Island, 86
2017,Florida,Rhode Island, 117
2013,Florida,Rhode Island, 40
2016,Florida,Rhode Island, 59
2013,Florida,Tennessee, 23
2014,Florida,Tennessee, 25
2016,Florida,Tennessee, 41
2017,Florida,Tennessee, 35
2013,Florida,Texas, 475
2014,Florida,Texas, 464
2015,Florida,Texas, 499
2016,Florida,Texas, 508
2017,Florida,Texas, 614
2013,Florida,Utah, 2
2014,Florida,Utah, 2
2015,Florida,Utah, 2
2016,Florida,Utah, 7
2017,Florida,Utah, 15
2013,Florida,Virginia, 125
2014,Florida,Virginia, 157
2016,Florida,Virginia, 208
2017,Florida,Virginia, 203
2013,Florida,Washington, 5
2014,Florida,Washington, 4
2016,Florida,Washington, 7
2017,Florida,Washington, 10
2013,Florida,Wisconsin, 12
2014,Florida,Wisconsin, 13
2016,Florida,Wisconsin, 27
2017,Florida,Wisconsin, 20
2013,Georgia,Alabama, 154
2014,Georgia,Alabama, 262
2015,Georgia,Alabama, 106
2016,Georgia,Alabama, 100
2017,Georgia,Alabama, 195
2013,Georgia,Arizona, 21
2014,Georgia,Arizona, 59
2015,Georgia,Arizona, 17
2016,Georgia,Arizona, 23
2017,Georgia,Arizona, 41
2013,Georgia,Arkansas, 75
2014,Georgia,Arkansas, 102
2016,Georgia,Arkansas, 37
2017,Georgia,Arkansas, 83
2013,Georgia,California, 17
2014,Georgia,California, 94
2016,Georgia,California, 34
2017,Georgia,California, 136
2013,Georgia,Colorado, 25
2014,Georgia,Colorado, 71
2016,Georgia,Colorado, 72
2017,Georgia,Colorado, 83
2014,Georgia,Connecticut, 101
2017,Georgia,Connecticut, 87
2013,Georgia,Connecticut, 26
2016,Georgia,Connecticut, 24
2013,Georgia,Florida, 224
2014,Georgia,Florida, 782
2015,Georgia,Florida, 252
2016,Georgia,Florida, 389
2017,Georgia,Florida, 1165
2013,Georgia,Georgia, 111
2014,Georgia,Georgia, 202
2015,Georgia,Georgia, 52
2016,Georgia,Georgia, 90
2017,Georgia,Georgia, 129
2014,Georgia,Hawaii, 2
2015,Georgia,Hawaii, 2
2013,Georgia,Illinois, 464
2014,Georgia,Illinois, 553
2016,Georgia,Illinois, 321
2017,Georgia,Illinois, 393
2013,Georgia,Indiana, 72
2014,Georgia,Indiana, 145
2015,Georgia,Indiana, 68
2016,Georgia,Indiana, 55
2017,Georgia,Indiana, 105
2013,Georgia,Iowa, 26
2014,Georgia,Iowa, 45
2015,Georgia,Iowa, 18
2016,Georgia,Iowa, 19
2017,Georgia,Iowa, 31
2013,Georgia,Kansas, 91
2014,Georgia,Kansas, 69
2015,Georgia,Kansas, 50
2016,Georgia,Kansas, 50
2017,Georgia,Kansas, 61
2013,Georgia,Kentucky, 56
2014,Georgia,Kentucky, 107
2016,Georgia,Kentucky, 43
2017,Georgia,Kentucky, 98
2013,Georgia,Louisiana, 150
2014,Georgia,Louisiana, 288
2016,Georgia,Louisiana, 74
2017,Georgia,Louisiana, 202
2013,Georgia,Maine, 5
2014,Georgia,Maine, 11
2015,Georgia,Maine, 8
2016,Georgia,Maine, 6
2017,Georgia,Maine, 12
2013,Georgia,Maryland, 73
2014,Georgia,Maryland, 145
2016,Georgia,Maryland, 109
2017,Georgia,Maryland, 157
2014,Georgia,Massachusetts, 141
2017,Georgia,Massachusetts, 199
2013,Georgia,Massachusetts, 69
2016,Georgia,Massachusetts, 59
2013,Georgia,Michigan, 26
2014,Georgia,Michigan, 79
2016,Georgia,Michigan, 47
2017,Georgia,Michigan, 114
2014,Georgia,Minnesota, 55
2016,Georgia,Minnesota, 17
2017,Georgia,Minnesota, 51
2014,Georgia,Mississippi, 157
2017,Georgia,Mississippi, 105
2013,Georgia,Mississippi, 73
2016,Georgia,Mississippi, 44
2013,Georgia,Missouri, 77
2014,Georgia,Missouri, 131
2016,Georgia,Missouri, 47
2017,Georgia,Missouri, 129
2013,Georgia,Nebraska, 19
2014,Georgia,Nebraska, 32
2016,Georgia,Nebraska, 19
2017,Georgia,Nebraska, 39
2013,Georgia,Nevada, 3
2014,Georgia,Nevada, 37
2015,Georgia,Nevada, 14
2016,Georgia,Nevada, 19
2017,Georgia,Nevada, 51
2014,Georgia,New Hampshire, 7
2017,Georgia,New Hampshire, 11
2013,Georgia,New Hampshire, 3
2016,Georgia,New Hampshire, 5
2013,Georgia,New Jersey, 318
2014,Georgia,New Jersey, 446
2016,Georgia,New Jersey, 275
2017,Georgia,New Jersey, 318
2014,Georgia,New Mexico, 9
2016,Georgia,New Mexico, 2
2017,Georgia,New Mexico, 5
2013,Georgia,New York, 308
2014,Georgia,New York, 467
2016,Georgia,New York, 151
2017,Georgia,New York, 323
2014,Georgia,North Carolina, 489
2017,Georgia,North Carolina, 378
2013,Georgia,North Carolina, 247
2016,Georgia,North Carolina, 267
2016,Georgia,North Dakota, 2
2013,Georgia,Ohio, 95
2014,Georgia,Ohio, 200
2015,Georgia,Ohio, 70
2016,Georgia,Ohio, 78
2017,Georgia,Ohio, 162
2013,Georgia,Oklahoma, 57
2014,Georgia,Oklahoma, 86
2016,Georgia,Oklahoma, 35
2017,Georgia,Oklahoma, 73
2014,Georgia,Oregon, 22
2016,Georgia,Oregon, 14
2017,Georgia,Oregon, 23
2014,Georgia,Pennsylvania, 342
2017,Georgia,Pennsylvania, 340
2013,Georgia,Pennsylvania, 177
2016,Georgia,Pennsylvania, 152
2014,Georgia,Rhode Island, 37
